type	doc_id	status	title
ЗАК	Z1400000269	Обновленный	О внесении изменений и дополнений в некоторые законодательные акты Республики Казахстан по вопросам кардинального улучшения условий для предпринимательской деятельности в Республике Казахстан
ЗАК	Z1400000270	Новый	О внесении изменений и дополнений в некоторые законодательные акты Республики Казахстан по вопросам жилищных отношений
ЗАК	Z1400000271	Новый	О внесении изменений и дополнений в некоторые законодательные акты Республики Казахстан по вопросам недропользования
ЗАК	Z1400000272	Новый	О внесении изменений и дополнений в Кодекс Республики Казахстан об административных правонарушениях
ЗАК	Z1400000273	Новый	О ратификации Соглашения между Республикой Казахстан и Республикой Беларусь о порядке пребывания граждан Республики Казахстан на территории Республики Беларусь и граждан Республики Беларусь на территории Республики Казахстан
ЗАК	Z1400000267	Новый	О ратификации Конвенции о взаимной административной помощи по налоговым делам с поправками, внесенными Протоколом о внесении изменений в Конвенцию о взаимной административной помощи по налоговым делам
ЗАК	Z1400000268	Новый	О ратификации Соглашения о займе (Вторая фаза Проекта по усовершенствованию ирригационных и дренажных систем) между Республикой Казахстан и Международным Банком Реконструкции и Развития
ЗАК	Z1400000265	Обновленный	О ратификации Договора о присоединении Республики Армения к Договору о Евразийском экономическом союзе от 29 мая 2014 года
ЗАК	Z1400000266	Новый	О ратификации Договора о прекращении деятельности Евразийского экономического сообщества
ЗАК	Z1400000263	Обновленный	Об официальной помощи развитию
ЗАК	Z1400000264	Новый	О внесении изменений и дополнений в некоторые законодательные акты Республики Казахстан по вопросам официальной помощи развитию
ЗАК	Z1400000261	Новый	О ратификации Соглашения между Правительством Республики Казахстан и Правительством Китайской Народной Республики о взаимном предоставлении земельных участков для строительства зданий дипломатических представительств
ЗАК	Z1400000262	Новый	О ратификации Конвенции о международном доступе к правосудию
ЗАК	Z1400000260	Новый	О ратификации Договора между Республикой Казахстан и Итальянской Республикой о передаче осужденных лиц
ЗАК	Z1400000259	Обновленный	О республиканском бюджете на 2015-2017 годы
ЗАК	Z1400000257	Обновленный	О внесении изменений и дополнений в некоторые законодательные акты Республики Казахстан по вопросам налогообложения
ЗАК	Z1400000258	Утративший силу	О гарантированном трансферте из Национального фонда Республики Казахстан на 2015-2017 годы
ЗАК	Z1400000256	Новый	О ратификации Устава Исламской Организации по продовольственной безопасности
ЗАК	Z1400000255	Новый	О ратификации Соглашения между Правительством Республики Казахстан и Правительством Китайской Народной Республики об управлении и эксплуатации совместного объединенного гидроузла "Достык" на реке Хоргос
ЗАК	Z1400000254	Новый	О внесении изменений и дополнений в некоторые законодательные акты Республики Казахстан по вопросам дальнейшего упрощения отправления правосудия, снижения бюрократических процедур
ЗАК	Z1400000250	Новый	О ратификации Соглашения между Республикой Казахстан и Российской Федерацией о порядке пребывания граждан Республики Казахстан на территории Российской Федерации и граждан Российской Федерации на территории Республики Казахстан
ЗАК	Z1400000251	Новый	О ратификации Соглашения между Правительством Республики Казахстан и Швейцарским Федеральным Советом о реадмиссии лиц, пребывающих без разрешения
ЗАК	Z1400000252	Новый	О ратификации Конвенции по вопросам гражданского процесса
ЗАК	Z1400000253	Новый	О ратификации Протокола между Правительством Республики Казахстан и Правительством Республики Беларусь о прекращении действия Соглашения между Правительством Республики Казахстан и Правительством Республики Беларусь о принципах взимания косвенных налогов при экспорте и импорте товаров (работ) от 2 февраля 1999 года
ЗАК	Z1400000249	Новый	О внесении изменений и дополнений в некоторые законодательные акты Республики Казахстан по вопросам передачи органам государственных доходов функций ветеринарно-санитарного контроля и контроля по карантину растений в автомобильных пунктах пропуска через таможенную границу Таможенного союза
ЗАК	Z1400000246	Новый	О ратификации Договора между Республикой Казахстан и Российской Федерацией о добрососедстве и союзничестве в XXI веке
ЗАК	Z1400000247	Новый	О внесении изменений в Закон Республики Казахстан "О республиканском бюджете на 2014-2016 годы"
ЗАК	Z1400000248	Новый	О внесении изменений и дополнений в некоторые законодательные акты Республики Казахстан по вопросам дальнейшего совершенствования системы государственного управления
ЗАК	Z1400000244	Новый	О внесении изменений и дополнений в некоторые законодательные акты Республики Казахстан по вопросам противодействия экстремизму и терроризму
ЗАК	Z1400000243	Новый	О ратификации Конвенции об основах, содействующих безопасности и гигиене труда (Конвенция 187)
ЗАК	Z1400000241	Новый	О ратификации Соглашения о создании Тюркской Академии
ЗАК	Z1400000242	Новый	О ратификации Соглашения между Правительством Республики Казахстан и Организацией Объединенных Наций о целевом фонде технического сотрудничества
ЗАК	Z1400000240	Обновленный	О ратификации Договора о Евразийском экономическом союзе
ЗАК	Z1400000239	Обновленный	О внесении изменений и дополнений в некоторые законодательные акты Республики Казахстан по вопросам разграничения полномочий между уровнями государственного управления
ЗАК	Z1400000237	Новый	О ратификации Соглашения между Правительством Республики Казахстан и Правительством Соединенного Королевства Великобритании и Северной Ирландии об обеспечении транзита груза/специального груза через территорию Республики Казахстан в связи с участием Вооруженных Сил Соединенного Королевства Великобритании и Северной Ирландии в международных усилиях по стабилизации и восстановлению Исламской Республики Афганистан
ЗАК	Z1400000236	Новый	О внесении изменений и дополнений в некоторые законодательные акты Республики Казахстан по вопросам законодательства об административных правонарушениях
ЗАК	Z1400000233	Новый	О внесении изменений и дополнений в некоторые законодательные акты Республики Казахстан по вопросам совершенствования уголовно-процессуального законодательства
ЗАК	Z1400000228	Обновленный	О физической культуре и спорте
ЗАК	Z1400000227	Новый	О внесении изменений и дополнений в некоторые законодательные акты Республики Казахстан по вопросам совершенствования уголовного законодательства
ЗАК	Z1400000229	Новый	О внесении изменений и дополнений в некоторые законодательные акты Республики Казахстан по вопросам физической культуры и спорта
ЗАК	Z1400000230	Новый	О внесении изменений и дополнений в некоторые законодательные акты Республики Казахстан по вопросам унификации норм законодательства Республики Казахстан о почте с нормами актов Всемирного почтового союза
ЗАК	Z1400000224	Обновленный	О ратификации Соглашения между Правительством Республики Казахстан и Правительством Российской Федерации о сотрудничестве в области транспортировки российской нефти через территорию Республики Казахстан в Китайскую Народную Республику
ЗАК	Z1400000225	Новый	О внесении изменений и дополнений в некоторые законодательные акты Республики Казахстан по вопросам государственного управления
ЗАК	Z1400000222	Новый	О ратификации Соглашения о займе (Проект институционального укрепления сектора правосудия) между Республикой Казахстан и Международным Банком Реконструкции и Развития
ЗАК	Z1400000223	Новый	О ратификации Соглашения между Правительством Республики Казахстан и Правительством Итальянской Республики об обеспечении транзита военного имущества и персонала через территорию Республики Казахстан в связи с участием Вооруженных Сил Итальянской Республики в усилиях по стабилизации и восстановлению Исламской Республики Афганистан
ЗАК	Z1400000213	Обновленный	Об амнистии граждан Республики Казахстан, оралманов и лиц, имеющих вид на жительство в Республике Казахстан, в связи с легализацией ими имущества
ЗАК	Z1400000214	Новый	О внесении дополнений в некоторые законодательные акты Республики Казахстан по вопросам амнистии граждан Республики Казахстан, оралманов и лиц, имеющих вид на жительство в Республике Казахстан, в связи с легализацией ими имущества
ЗАК	Z1400000215	Новый	О ратификации Протокола о внесении изменений в Соглашение между Правительством Республики Казахстан и Правительством Российской Федерации о торгово-экономическом сотрудничестве в области поставок нефти и нефтепродуктов в Республику Казахстан от 9 декабря 2010 года
ЗАК	Z1400000216	Новый	О ратификации Протокола между Правительством Республики Казахстан и Правительством Республики Сингапур о внесении изменений и дополнений в Соглашение между Правительством Республики Казахстан и Правительством Республики Сингапур об избежании двойного налогообложения и предотвращении уклонения от налогообложения в отношении налогов на доход
ЗАК	Z1400000217	Новый	О ратификации Соглашения о порядке перемещения наркотических средств, психотропных веществ и их прекурсоров по таможенной территории Таможенного союза
ЗАК	Z1400000218	Новый	О внесении изменения в Закон Республики Казахстан "О ратификации Конвенции об отмывании, выявлении, изъятии и конфискации доходов от преступной деятельности"
ЗАК	Z1400000219	Новый	О ратификации Соглашения между Правительством Республики Казахстан и Правительством Республики Узбекистан о деятельности пограничных представителей
ЗАК	Z1400000220	Новый	О ратификации Соглашения между Правительством Республики Казахстан и Правительством Эстонской Республики о поощрении и взаимной защите инвестиций
ЗАК	Z1400000221	Новый	О ратификации Соглашения о сотрудничестве в сфере безопасности на Каспийском море
ЗАК	Z1400000211	Обновленный	О профессиональных союзах
ЗАК	Z1400000212	Обновленный	О внесении изменений и дополнений в некоторые законодательные акты Республики Казахстан по вопросам деятельности профессиональных союзов и регулирования трудовых отношений
ЗАК	Z1400000210	Обновленный	О внесении изменений и дополнений в некоторые законодательные акты Республики Казахстан по вопросам государственного регулирования производства и оборота этилового спирта и алкогольной продукции
ЗАК	Z1400000209	Обновленный	О внесении изменений и дополнений в некоторые законодательные акты Республики Казахстан по вопросам совершенствования инвестиционного климата
ЗАК	Z1400000207	Обновленный	Об инновационном кластере "Астана Хаб
ЗАК	Z1400000208	Обновленный	О внесении изменений и дополнений в некоторые законодательные акты Республики Казахстан по вопросам инновационного кластера "Парк инновационных технологий"
ЗАК	Z1400000206	Новый	О внесении изменений и дополнений в некоторые законодательные акты Республики Казахстан по вопросам противодействия легализации (отмыванию) доходов, полученных преступным путем, и финансированию терроризма
ЗАК	Z1400000205	Новый	О ратификации Соглашения между Республикой Казахстан и Российской Федерацией о создании Единой региональной системы противовоздушной обороны Республики Казахстан и Российской Федерации
ЗАК	Z1400000202	Обновленный	О разрешениях и уведомлениях
ЗАК	Z1400000203	Обновленный	О внесении изменений и дополнений в некоторые законодательные акты Республики Казахстан по вопросам разрешительной системы
ЗАК	Z1400000204	Новый	О денонсации Соглашения о едином порядке экспортного контроля государств-членов Евразийского экономического сообщества
ЗАК	Z1400000201	Новый	О ратификации Договора о стратегическом партнерстве между Республикой Казахстан и Республикой Узбекистан
ЗАК	Z1400000199	Обновленный	Об органах внутренних дел Республики Казахстан
ЗАК	Z1400000200	Обновленный	О внесении изменений и дополнений в некоторые законодательные акты Республики Казахстан по вопросам деятельности органов внутренних дел
ЗАК	Z1400000198	Новый	О ратификации Поправки к Монреальскому протоколу по веществам, разрушающим озоновый слой, принятой в Пекине 3 декабря 1999 года
ЗАК	Z1400000196	Новый	О ратификации Соглашения между Правительством Республики Казахстан и Правительством Китайской Народной Республики о сотрудничестве в строительстве совместного объединенного гидроузла "Достык" на реке Хоргос
ЗАК	Z1400000197	Новый	О внесении изменения в Кодекс Республики Казахстан об административных правонарушениях
ЗАК	Z1400000194	Обновленный	О дорожном движении
ЗАК	Z1400000195	Обновленный	О внесении изменений и дополнений в некоторые законодательные акты Республики Казахстан по вопросам дорожного движения
ЗАК	Z1400000192	Обновленный	О ратификации Протокола о внесении изменений в Соглашение об условиях и механизме применения тарифных квот от 12 декабря 2008 года
ЗАК	Z1400000193	Новый	О ратификации Конвенции о международных выставках от 22 ноября 1928 года, Протоколов к ней от 10 мая 1948 года, от 16 ноября 1966 года, от 30 ноября 1972 года и Поправок к ней от 24 июня 1982 года и 31 мая 1988 года
ЗАК	Z1400000190	Новый	О ратификации Протокола к Соглашению между Правительством Республики Казахстан и Правительством Российской Федерации о сотрудничестве в области предупреждения промышленных аварий, катастроф, стихийных бедствий и ликвидации их последствий от 28 марта 1994 г. об упрощенном порядке пересечения государственной границы аварийно-спасательными службами и формированиями
ЗАК	Z1400000191	Новый	О ратификации Соглашения между Правительством Республики Казахстан и Правительством Кыргызской Республики о создании Центра по чрезвычайным ситуациям и снижению риска стихийных бедствий
ЗАК	Z1400000188	Обновленный	О гражданской защите
ЗАК	Z1400000187	Новый	О ратификации Протокола о применении Договора о зоне свободной торговли от 18 октября 2011 года между его Сторонами и Республикой Узбекистан
ЗАК	Z1400000189	Новый	О внесении изменений и дополнений в некоторые законодательные акты Республики Казахстан по вопросам гражданской защиты
ЗАК	Z1400000186	Новый	О ратификации Соглашения между Республикой Казахстан и Социалистической Республикой Вьетнам о взаимной правовой помощи по гражданским делам
ЗАК	Z1400000183	Новый	О ратификации Конвенции о создании процедуры установления минимальной заработной платы (Конвенция 26)
ЗАК	Z1400000184	Новый	О ратификации Конвенции об охране заработной платы (Конвенция 95)
ЗАК	Z1400000185	Новый	О внесении изменений и дополнений в некоторые законодательные акты Республики Казахстан по вопросам внешней разведки
ЗАК	Z1400000180	Новый	О внесении изменений в некоторые законодательные акты Республики Казахстан по вопросам социального обеспечения
ЗАК	Z1400000181	Новый	О внесении изменения в Закон Республики Казахстан "О гарантированном трансферте из Национального фонда Республики Казахстан на 2014-2016 годы"
ЗАК	Z1400000182	Новый	О внесении изменений и дополнений в Закон Республики Казахстан "О республиканском бюджете на 2014-2016 годы"
ЗАК	Z1400000178	Новый	О ратификации Соглашения о финансовых правилах Секретариата Совета сотрудничества тюркоязычных государств
ЗАК	Z1400000179	Новый	О внесении изменений и дополнений в некоторые законодательные акты Республики Казахстан по вопросам реорганизации банков второго уровня
ЗАК	Z1400000176	Обновленный	О реабилитации и банкротстве
ЗАК	Z1400000177	Обновленный	О внесении изменений и дополнений в некоторые законодательные акты Республики Казахстан по вопросам реабилитации и банкротства, налогообложения
ЗАК	Z1400000174	Новый	О ратификации Соглашения между Правительством Республики Казахстан и Правительством Социалистической Республики Вьетнам о поощрении и взаимной защите инвестиций
ЗАК	Z1400000175	Новый	О внесении изменений и дополнений в некоторые законодательные акты Республики Казахстан по вопросам противодействия бытовому насилию
ЗАК	Z1400000171	Новый	О ратификации Протокола о внесении изменений в Соглашение о льготных условиях поставок специальной техники и специальных средств для оснащения правоохранительных органов и специальных служб государств-членов Организации Договора о коллективной безопасности от 6 октября 2007 года
ЗАК	Z1400000172	Новый	О ратификации Соглашения между Республикой Казахстан и Европейским Банком Реконструкции и Развития относительно сотрудничества и деятельности Европейского Банка Реконструкции и Развития в Республике Казахстан
ЗАК	Z1400000173	Новый	О ратификации Протокола между Правительством Республики Казахстан и Швейцарским Федеральным Советом о внесении изменений и дополнений в Конвенцию между Правительством Республики Казахстан и Швейцарским Федеральным Советом об избежании двойного налогообложения в отношении налогов на доход и на капитал и Протокол, подписанные в Берне 21 октября 1999 года
ЗАК	Z1400000168	Новый	О внесении изменений и дополнений в некоторые законодательные акты Республики Казахстан по вопросам международных договоров Республики Казахстан
ЗАК	Z1400000169	Новый	О ратификации Соглашения об организации действий дежурных по противовоздушной обороне сил государств-участников Содружества Независимых Государств при получении информации о захвате (угоне) воздушного судна
ЗАК	Z1400000170	Новый	О ратификации Протокола о размещении объектов военной инфраструктуры на территориях государств-членов Организации Договора о коллективной безопасности
ЗАК	Z1400000167	Новый	О внесении изменений и дополнений в некоторые законодательные акты Республики Казахстан по вопросам архитектурной, градостроительной и строительной деятельности
ЗАК	Z1400000165	Новый	О внесении изменений и дополнений в некоторые законодательные акты Республики Казахстан по вопросам агропромышленного комплекса
ЗАК	Z1400000166	Новый	О внесении изменений и дополнений в некоторые законодательные акты Республики Казахстан по вопросам противодействия деятельности финансовых (инвестиционных) пирамид
ЗАК	Z1400000162	Обновленный	О ратификации Соглашения о применении информационных технологий при обмене электронными документами во внешней и взаимной торговле на единой таможенной территории Таможенного союза
ЗАК	Z1400000163	Обновленный	О ратификации Соглашения о создании, функционировании и развитии интегрированной информационной системы внешней и взаимной торговли Таможенного союза
ЗАК	Z1400000164	Новый	О внесении изменений и дополнений в некоторые законодательные акты Республики Казахстан по вопросам совершенствования исполнительного производства
ЗАК	Z1400000160	Новый	О ратификации Соглашения между Правительством Республики Казахстан и Правительством Кыргызской Республики о строительстве школы в Кыргызской Республике и Протокола о внесении изменений в Соглашение между Правительством Республики Казахстан и Правительством Кыргызской Республики о строительстве школы в Кыргызской Республике от 22 августа 2012 года
ЗАК	Z1400000161	Новый	О внесении изменений и дополнений в некоторые законодательные акты Республики Казахстан по вопросам государственных закупок
ЗАК	Z1400000158	Новый	О ратификации Протокола к Соглашению между правительствами государств-членов Шанхайской организации сотрудничества о взаимодействии при оказании помощи в ликвидации чрезвычайных ситуаций от 26 октября 2005 года
ЗАК	Z1400000159	Новый	О внесении изменений и дополнений в некоторые законодательные акты Республики Казахстан по вопросам закрепления компетенции государственных органов на законодательном и (или) подзаконном уровнях
ЗАК	Z1400000156	Новый	О внесении изменений и дополнений в некоторые законодательные акты Республики Казахстан по вопросам социального обеспечения
ЗАК	Z1400000157	Новый	О ратификации Дополнительного соглашения № 1 к Соглашению о займе от 30 марта 2009 года (Проект дорожного коридора Юг - Запад (Международный транзитный коридор Западная Европа - Западный Китай) между Республикой Казахстан и Европейским Банком Реконструкции и Развития
ЗАК	Z1300000154	Новый	О ратификации Соглашения о займе (Обычные операции) (Инвестиционная программа ЦАРЭС Коридор 2 [участки в Мангистауской области] – Проект 2) между Республикой Казахстан и Азиатским Банком Развития
ЗАК	Z1300000155	Новый	О ратификации Протокола о внесении изменения в Договор между Республикой Казахстан и Азербайджанской Республикой о передаче лиц, осужденных к лишению свободы, для дальнейшего отбывания наказания от 10 июня 1997 года
ЗАК	Z1300000153	Новый	О внесении изменений и дополнений в некоторые законодательные акты Республики Казахстан по вопросам трудовой миграции
ЗАК	Z1300000152	Обновленный	О внесении изменений и дополнений в некоторые законодательные акты Республики Казахстан по вопросам налогообложения
ЗАК	Z1300000150	Обновленный	О внесении изменений и дополнений в некоторые законодательные акты Республики Казахстан по вопросам совершенствования бюджетного законодательства
ЗАК	Z1300000148	Обновленный	О республиканском бюджете на 2014 - 2016 годы
ЗАК	Z1300000149	Новый	Об объемах трансфертов общего характера между республиканским и областными бюджетами, бюджетами города республиканского значения, столицы на 2014-2016 годы
ЗАК	Z1300000151	Новый	О внесении изменений и дополнений в некоторые законодательные акты Республики Казахстан по вопросам организации и проведения международной специализированной выставки ЭКСПО-2017 в Астане
ЗАК	Z1300000147	Утративший силу	О гарантированном трансферте из Национального фонда Республики Казахстан на 2014-2016 годы
ЗАК	Z1300000146	Новый	О внесении изменений в Закон Республики Казахстан "О республиканском бюджете на 2013-2015 годы"
ЗАК	Z1300000145	Новый	О ратификации Договора между Республикой Казахстан и Чешской Республикой о взаимной правовой помощи по уголовным делам
ЗАК	Z1300000143	Новый	О ратификации Соглашения между Республикой Казахстан и Турецкой Республикой о передаче осужденных лиц
ЗАК	Z1300000144	Новый	О ратификации Договора между Республикой Казахстан и Китайской Народной Республикой о передаче осужденных лиц
ЗАК	Z1300000141	Новый	О ратификации Конвенции о передаче лиц, страдающих психическими расстройствами, для проведения принудительного лечения
ЗАК	Z1300000142	Новый	О ратификации Соглашения между Правительством Республики Казахстан и Правительством Республики Таджикистан об оказании безвозмездной военно-технической помощи
ЗАК	Z1300000140	Новый	О ратификации Протокола о внесении изменений в Протокол об условиях и порядке применения в исключительных случаях ставок ввозных таможенных пошлин, отличных от ставок Единого таможенного тарифа, от 12 декабря 2008 года
ЗАК	Z1300000139	Новый	О ратификации Соглашения о займе (Обычные операции) (Проект реконструкции дороги ЦАРЭС Коридора 3 [участок дороги "Шымкент - Ташкент"] [подъезд к международному транзитному коридору "Западная Европа - Западная Китайская Народная Республика"]) между Республикой Казахстан и Азиатским Банком Развития
ЗАК	Z1300000138	Обновленный	О ратификации Конвенции между Правительством Республики Казахстан и Правительством Великого Герцогства Люксембург об избежании двойного налогообложения и предотвращении уклонения от налогообложения в отношении налогов на доход и капитал и Протокола между Правительством Республики Казахстан и Правительством Великого Герцогства Люксембург о внесении изменений и дополнений в Конвенцию между Правительством Республики Казахстан и Правительством Великого Герцогства Люксембург об избежании двойного налогообложения и предотвращении уклонения от налогообложения в отношении налогов на доход и капитал, подписанную в Астане 26 июня 2008 года
ЗАК	Z1300000137	Новый	О ратификации Протокола между Правительством Республики Казахстан и Правительством Республики Корея о внесении изменений в Соглашение между Правительством Республики Казахстан и Правительством Республики Корея в области развития, финансирования, проектирования, строительства, эксплуатации и технического обслуживания Балхашской тепловой электрической станции от 25 августа 2011 года
ЗАК	Z1300000136	Новый	О ратификации Соглашения между Правительством Республики Казахстан и Правительством Китайской Народной Республики о некоторых вопросах сотрудничества при развитии и эксплуатации нефтепровода "Казахстан - Китай"
ЗАК	Z1300000135	Новый	О ратификации Договора государств – участников Содружества Независимых Государств о межгосударственном розыске лиц
ЗАК	Z1300000134	Новый	О ратификации Конвенции между Правительством Республики Казахстан и Правительством Объединенных Арабских Эмиратов об избежании двойного налогообложения и предотвращении уклонения от налогообложения в отношении налогов на доход и Протокола к ней
ЗАК	Z1300000129	Обновленный	О Национальной палате предпринимателей Республики Казахстан
ЗАК	Z1300000132	Обновленный	О внесении изменений и дополнений в некоторые законодательные акты Республики Казахстан по вопросам транспорта
ЗАК	Z1300000130	Обновленный	О внесении изменений и дополнений в некоторые законодательные акты Республики Казахстан по вопросам Национальной палаты предпринимателей Республики Казахстан
ЗАК	Z1300000126	Новый	О внесении изменений и дополнений в некоторые законодательные акты Республики Казахстан по вопросам обеспечения прав на жилище детей-сирот, детей, оставшихся без попечения родителей
ЗАК	Z1300000127	Новый	О внесении изменений и дополнений в некоторые законодательные акты Республики Казахстан по вопросам противодействия торговле людьми
ЗАК	Z1300000128	Новый	О внесении изменений и дополнений в некоторые законодательные акты Республики Казахстан по вопросам поддержки использования возобновляемых источников энергии
